dish_id,restaurant_id,dish_name,price,prep_time_min,tags,popularity_score
R59D11,R59,Banh Mi (Shrimp),10.24,13,"quick, sandwich, seafood",0.69
R59D12,R59,Banh Mi (Shrimp),8.61,9,"quick, sandwich, seafood",0.88
R59D13,R59,Banh Mi (Shrimp),10.3,13,"quick, sandwich, seafood",0.79
R59D14,R59,Spicy Vietnamese Iced Coffee,5.96,1,"cold, drink, spicy, sweet",0.69
R59D15,R59,Spicy Beef Pho,13.48,19,"beef, healthy, noodles, soup, spicy, vietnamese",0.72
R59D16,R59,Spicy Bun Cha (Pork Noodle),15.92,27,"grilled, noodles, pork, spicy, vietnamese",0.92
R59D17,R59,Banh Mi (Shrimp),9.16,8,"quick, sandwich, seafood",0.63
R59D18,R59,Spicy Beef Pho,13.64,15,"beef, healthy, noodles, soup, spicy, vietnamese",0.68
R59D19,R59,Spicy Vietnamese Iced Coffee,5.43,1,"cold, drink, spicy, sweet",0.69
R59D20,R59,Spicy Veggie Spring Rolls,7.08,13,"appetizer, fresh, quick, spicy, vegan",0.82
R60D1,R60,Tofu Veggie Bowl,14.0,13,"vegan, healthy, tofu, gluten-free",0.92
R60D2,R60,Beyond Meat Burger,16.0,15,"vegan, burger, plant_based, entree",0.82
R60D3,R60,Acai Smoothie,9.0,2,"drink, fruit, healthy, quick",0.8
R60D4,R60,Lentil Soup,8.0,10,"soup, vegan, healthy, comfort_food",0.76
R60D5,R60,Kale Caesar Salad (Vegan),12.0,5,"salad, vegan, healthy",0.62
R60D6,R60,Spicy Kale Caesar Salad (Vegan),13.23,15,"healthy, salad, spicy, vegan",0.66
R60D7,R60,Spicy Lentil Soup,7.91,15,"comfort_food, healthy, soup, spicy, vegan",0.72
R60D8,R60,Beyond Meat Veggie Burger,16.03,18,"burger, entree, plant_based, vegan",0.85
R60D9,R60,Beyond Meat Veggie Burger,14.86,19,"burger, entree, plant_based, vegan",0.98
R60D10,R60,Beyond Meat Veggie Burger,15.92,14,"burger, entree, plant_based, vegan",0.84
R60D11,R60,Spicy Kale Caesar Salad (Vegan),11.88,7,"healthy, salad, spicy, vegan",0.93
R60D12,R60,Spicy Tofu Veggie Bowl,13.16,12,"gluten-free, healthy, spicy, tofu, vegan",0.73
R60D13,R60,Spicy Tofu Veggie Bowl,14.82,5,"gluten-free, healthy, spicy, tofu, vegan",0.62
R60D14,R60,Spicy Acai Smoothie,8.64,3,"drink, fruit, healthy, quick, spicy",0.92
R60D15,R60,Spicy Acai Smoothie,10.15,7,"drink, fruit, healthy, quick, spicy",0.67
R60D16,R60,Spicy Lentil Soup,8.56,5,"comfort_food, healthy, soup, spicy, vegan",0.87
R60D17,R60,Spicy Acai Smoothie,7.63,3,"drink, fruit, healthy, quick, spicy",0.6
R60D18,R60,Spicy Lentil Soup,7.71,10,"comfort_food, healthy, soup, spicy, vegan",0.97
R60D19,R60,Beyond Meat Veggie Burger,16.86,18,"burger, entree, plant_based, vegan",0.97
R60D20,R60,Beyond Meat Veggie Burger,16.77,17,"burger, entree, plant_based, vegan",0.77
